0.000000000000000000e+00,1.269906056008493489e-02,1.010484908241071796e-02,7.351037246252883905e-03,8.793437928367465670e-03,1.176363688330374010e-02,1.241485829337986638e-02,1.068824892247092692e-02,8.668740076922748852e-03,9.601503960739818377e-03,9.519620368447967787e-03,9.656293088760715612e-03
0.000000000000000000e+00,3.151675939002897553e-01,3.155749254772419299e+00,3.876442151308758799e+00,5.386469928842405608e+00,4.729590691389218726e+00,2.669932778866112244e+00,7.224989599817737140e-01,2.249850117657584692e-01,1.460163675643788295e-01,7.170581572038647877e-02,2.810458753931717180e-01
0.000000000000000000e+00,3.860899230282792693e+00,1.019088811880068768e+01,2.882002516334751974e+01,6.748073398201039907e+00,1.702376111066016406e+01,1.109528342685108981e+01,2.916968385821395060e+00,1.103748983321396260e+00,6.301992348675387046e-01,2.239181062948180645e-01,8.359166463301169747e-01
0.000000000000000000e+00,1.720895874899146349e+02,2.622105224045839691e+02,1.700385806775338722e+02,2.597351441428135104e+02,2.556815346409113090e+02,3.207834622361918946e+02,1.392455345129837099e+02,5.714243627823756100e+01,2.794198067679220543e+01,1.452820555452626827e+01,2.252675530532725290e+01
0.000000000000000000e+00,1.071619845863191642e+02,3.955213353963317218e+02,1.242582803475697801e+03,5.848810940782996113e+02,1.358322470663799777e+03,6.843474874017238108e+02,1.301875816569139204e+02,5.556183964167315281e+01,2.729567912405585517e+01,1.422051370098296807e+01,3.702483036803079841e+01
0.000000000000000000e+00,5.314379827187738101e+02,2.911429769735293007e+02,1.005597311336807820e+03,1.157903428392297883e+03,1.147789989397889713e+03,5.887010615510434945e+02,1.432320566037766412e+02,5.756237959928631653e+01,2.820104661455018302e+01,1.467165367539933030e+01,3.594362623254194489e+01
0.000000000000000000e+00,1.446246750225900769e+03,7.833648321695352479e+02,5.746533841553402453e+03,1.905064495506862841e+03,1.845886145257306225e+03,1.081687019193854894e+03,3.742019508291376724e+02,1.165727340307374504e+02,4.069153800580932767e+01,2.155850014456110841e+01,8.800425432968894768e+01
0.000000000000000000e+00,1.555247404853313583e+03,2.000813149029378337e+03,4.460100318123541911e+03,2.398267441321595925e+03,1.356242953636717630e+03,7.433815783060839522e+02,5.295099200745798953e+02,5.060692821272736523e+02,8.440577512322724374e+01,7.441820286631956272e+00,1.215169131724826741e+02
0.000000000000000000e+00,2.828173143534988412e+03,6.719684400781344266e+03,4.754851170265425935e+03,9.573179278930721239e+02,1.257003729105655793e+03,5.086972669631404074e+02,3.900285836864775888e+02,2.735749082615288330e+02,4.880427889769583771e+01,3.654451117166715335e+00,9.091338815650992444e+01
0.000000000000000000e+00,2.435107588059052887e+03,5.156738994989063940e+03,1.711840483235306465e+03,1.253388640508208482e+03,7.494484339711807479e+02,6.790267844049775476e+02,6.338185488968297250e+02,3.994326866134308034e+02,6.403334013032109340e+01,1.271826049306227979e+01,9.504696177451516803e+01
0.000000000000000000e+00,3.115422045203940229e+02,3.109698696145263511e+03,2.282390221449424189e+03,1.285036254449870739e+03,7.443982662321471935e+02,9.674927245567647560e+02,7.516833766515206889e+02,3.217187359913974092e+02,4.199305206634272736e+01,3.150179558706117433e+00,1.011327496100339545e+02
0.000000000000000000e+00,6.653884431465836258e+01,2.672722723077250976e+03,2.095832077162860969e+03,1.355915931052657925e+03,9.184548836609864111e+02,5.863182070928080520e+02,7.409597467645363622e+02,4.120233518666670420e+02,4.410564191495979713e+01,1.118107229900050470e+01,1.007520279135555796e+02
0.000000000000000000e+00,1.428159439788170175e+02,6.825063535768670135e+02,2.629587566433916891e+03,2.477541338286084738e+03,8.989774901989094360e+02,9.435737924693502237e+02,6.788607561980647915e+02,3.906269580504419423e+02,5.073466343672883028e+01,2.227421368148853986e+01,1.113568413388519502e+02
0.000000000000000000e+00,1.195474168325716988e+02,1.072835592639248489e+03,3.339620687657967210e+03,2.176450099763952039e+03,7.550319531460977487e+02,1.104718264107253844e+03,7.991742362426014097e+02,2.865786723669953631e+02,3.674157691041684615e+01,1.307299941234131602e+01,1.074633818320322405e+02
0.000000000000000000e+00,8.198205641577256841e+00,2.226249561706602265e+02,3.057028460639768582e+03,1.837408689028141680e+03,1.111624159439737696e+03,1.025171244217816820e+03,6.941482206357943596e+02,2.488440574717862148e+02,3.091212004918499900e+01,6.668307752114261078e+00,9.850718878445428572e+01
0.000000000000000000e+00,7.079914824055667850e+02,1.010967076927511584e+03,2.469300067993752691e+03,2.257990401468247455e+03,1.172309882357358674e+03,1.060209623902585008e+03,1.042034908076203010e+03,3.965656410987409117e+02,5.598210407995816951e+01,4.108673597609570294e+00,1.164352959546425126e+02
